"PageTitle","HtmlTitle","LocalPagePath","PageType","SectionGuess","HeroImage","MetadataRowCount","HasAncillaryDocumentation","AncillaryCardCount","HasSelectedOnlineDocumentation","HasSelectedOnlineCirculation","HasDocumentationGrid","ExternalLinkCount_AllHttp","ExternalDocumentationLinkCount_ExcludingRonEnglishArchive","DocumentationURLs","ContainsTramptPublicLink","ContainsVisibleOneToOne","ContainsRatioOneToOne","ContainsMoneyDecimals","ContainsMoneyNoCommas_Possible","ContainsPublicIdentifierRows","ContainsWorkingCatalogueNote","NeedsReview","ReviewReason"
"Slo Moe Evolution (Drawing)","Slo Moe Evolution (Drawing) - Ron English Toys and Sculptural Editions","items\slo-moe-evolution-drawing-890.html","Individual item page","Custom Toys","../images/Trampt/Slo%20Moe%20Evolution%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20890.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/slo-moe-evolution-drawing-ron-english-mixed-media-zytFEQ7fTO_mqM","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Smack, Crack, and Pot","Smack, Crack, and Pot - Ron English Catalogue Raisonne","items\smack-crack-and-pot-39.html","Individual item page","Custom Toys","../images/Trampt/Smack%2C%20Crack%2C%20and%20Pot%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smack, Crack, and Pot - Black Light","Smack, Crack, and Pot - Black Light - Ron English Catalogue Raisonne","items\black-light-smack-crack-and-pot-813.html","Individual item page","Custom Toys","../images/Trampt/Black%20Light%20Smack%2C%20Crack%2C%20and%20Pot%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank","Smiley Grin Piggy Bank - Ron English Catalogue Raisonne","items\smiley-grin-piggy-bank-1007.html","Individual item page","Custom Toys","../images/Trampt/Smiley%20Grin%20Piggy%20Bank%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank - Black & White","Smiley Grin Piggy Bank - Black & White - Ron English Catalogue Raisonne","items\smiley-grin-piggy-bank-black-white-1043.html","Individual item page","Custom Toys","../images/Trampt/Smiley%20Grin%20Piggy%20Bank%20-%20Black%20%26%20White%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank - Gentle Blue","Smiley Grin Piggy Bank - Gentle Blue - Ron English Catalogue Raisonne","items\smiley-grin-piggy-bank-gentle-blue-962.html","Individual item page","Custom Toys","../images/Trampt/Smiley_Grin_Piggy_Bank-blue.webp","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank - Gold & Platinum","Smiley Grin Piggy Bank - Gold & Platinum - Ron English Catalogue Raisonne","items\smiley-grin-piggy-bank-gold-platinum-grill-278.html","Individual item page","Custom Toys","../images/Trampt/Smiley%20Grin%20Piggy%20Bank%20-%20Gold-Platinum%20Grill%20-%20DESIGNER%20TOY-3.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank - Gold Chinese New Year","Smiley Grin Piggy Bank - Gold Chinese New Year - Ron English Toys","items\chinese-new-year-smiley-grin-gold-smile-867.html","Individual item page","Custom Toys","../images/Trampt/Chinese%20New%20Year%20Smiley%20Grin%20(Gold%20Smile)%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank - Lady Pink","Smiley Grin Piggy Bank - Lady Pink - Ron English Catalogue Raisonne","items\smiley-grin-piggy-bank-lady-pink-661.html","Individual item page","Custom Toys","../images/Trampt/Smiley%20Grin%20Piggy%20Bank%20-%20Lady%20Pink%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank - Pearl & Gold","Smiley Grin Piggy Bank - Pearl & Gold - Ron English Toys","items\smiley-grin-pearl-edition-gold-grin-295.html","Individual item page","Custom Toys","../images/Trampt/Smiley%20Grin%20Pearl%20Edition%20-%20Gold%20Grin%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank - Pearl & Silver","Smiley Grin Piggy Bank - Pearl & Silver - Ron English Toys","items\smiley-grin-pearl-edition-silver-grin-328.html","Individual item page","Custom Toys","../images/Trampt/Smiley%20Grin%20Pearl%20Edition%20-%20Silver%20Grin%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank - Pearl & White","Smiley Grin Piggy Bank - Pearl & White - Ron English Toys","items\smiley-grin-pearl-edition-white-grin-778.html","Individual item page","Custom Toys","../images/Trampt/Smiley%20Grin%20Pearl%20Edition%20-%20White%20Grin%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank - Platinum & Gold","Smiley Grin Piggy Bank - Platinum & Gold - Ron English Catalogue Raisonne","items\smiley-grin-piggy-bank-platinum-gold-grill-25.html","Individual item page","Custom Toys","../images/Trampt/Smiley%20Grin%20Piggy%20Bank%20-%20Platinum-Gold%20Grill%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank - Purple","Smiley Grin Piggy Bank - Purple - Ron English Catalogue Raisonne","items\smiley-grin-piggy-bank-purple-331.html","Individual item page","Custom Toys","../images/Trampt/Smiley%20Grin%20Piggy%20Bank%20-%20Purple%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank - Silver Chinese New Year","Smiley Grin Piggy Bank - Silver Chinese New Year - Ron English Toys","items\chinese-new-year-smiley-grin-silver-smile-127.html","Individual item page","Custom Toys","../images/Trampt/Chinese%20New%20Year%20Smiley%20Grin%20(Silver%20Smile)%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Smiley Grin Piggy Bank - Silver Pearl (AP Version)","Smiley Grin Piggy Bank - Silver Pearl (AP Version) - Ron English Toys","items\ron-english-smiley-grin-silver-pearl-ap-version-899.html","Individual item page","Custom Toys","../images/Trampt/Ron%20English%20Smiley%20Grin%20-%20Silver%20Pearl%20(AP%20Version)%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Son of Electric Illuminati","Son of Electric Illuminati - Ron English Toys and Sculptural Editions","items\son-of-electric-illuminati-510.html","Individual item page","Custom Toys","../images/Trampt/Son%20of%20Electric%20Illuminati%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/son-of-electric-illuminati-ron-english-screenprint-9SG8TUHS-6a1dH","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"SOUTH AMERICAN BUTTERFLY","SOUTH AMERICAN BUTTERFLY - Ron English Toys and Sculptural Editions","items\south-american-butterfly-116.html","Individual item page","Custom Toys","../images/Trampt/SOUTH%20AMERICAN%20BUTTERFLY%20-%20Original%20Art%20-%20Trampt%20item%20116.jpg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/south-american-butterfly-ron-english-oil-vG9PLc8eIOOoxM","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Speedy Gonzales (SDCC '18)","Speedy Gonzales (SDCC '18) - Ron English Catalogue Raisonne","items\speedy-gonzales-sdcc-18-576.html","Individual item page","Custom Toys","../images/Trampt/Speedy%20Gonzales%20(SDCC%20&#39;18)%20-%20DESIGNER%20TOY.jpeg","5","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Spongebob Grin - Gold Cheezy","Spongebob Grin - Gold Cheezy - Ron English Catalogue Raisonne","items\gold-cheezy-grin-spongebob-707.html","Individual item page","Custom Toys","../images/Trampt/Gold%20Cheezy%20Grin%20Spongebob%20-%20DESIGNER%20TOY.jpeg","5","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Spongebob Grin - Silver Cheezy","Spongebob Grin - Silver Cheezy - Ron English Catalogue Raisonne","items\silver-cheezy-grin-spongebob-1071.html","Individual item page","Custom Toys","../images/Trampt/Silver%20Cheezy%20Grin%20Spongebob%20-%20DESIGNER%20TOY.jpeg","5","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Star Skull","Star Skull - Ron English Catalogue Raisonne","items\star-skull-837.html","Individual item page","Custom Toys","../images/Trampt/Star%20Skull%20-%20Custom%20Toy%20-%20Trampt%20item%20837.jpeg","4","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Star Skull - Bone","Star Skull - Bone - Ron English Catalogue Raisonne","items\star-skull-bone-56.html","Individual item page","Custom Toys","../images/Trampt/Star%20Skull%20-%20Bone%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Star Skull - GID (Kickstarter Exclusive)","Star Skull - GID (Kickstarter Exclusive) - Ron English Catalogue Raisonne","items\gid-star-skull-kickstarter-exclusive-240.html","Individual item page","Custom Toys","../images/Trampt/GID%20Star%20Skull%20(Kickstarter%20Exclusive)%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Star Skull - Metallic Silver","Star Skull - Metallic Silver - Ron English Catalogue Raisonne","items\star-skull-metallic-silver-934.html","Individual item page","Custom Toys","../images/Trampt/Star%20Skull%20-%20Metallic%20Silver%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Star Skull (Nine)","Star Skull (Nine) - Ron English Toys and Sculptural Editions","items\star-skull-nine-714.html","Individual item page","Custom Toys","../images/Trampt/Star%20Skull%20(Nine)%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/star-skull-nine-ron-english-giclee-art-print-RRcKy-pSm6V6BJ","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Star Skull Walking Stick - Bangkok","Star Skull Walking Stick - Bangkok - Ron English Toys","items\bangkok-star-skull-754.html","Individual item page","Custom Toys","../images/Trampt/Bangkok Star Skull - DESIGNER TOY-2.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
